mass_A
t	x	y
2.046133333E0	6.050225344E-1	8.908350775E-1
2.050444444E0	6.010613221E-1	9.437079197E-1
2.054755556E0	5.913099830E-1	1.001463005E0
2.059066667E0	5.867624325E-1	1.050520596E0
2.063377778E0	6.076851506E-1	1.103865235E0
2.067688889E0	6.070905266E-1	1.149301128E0
2.072000000E0	6.105036770E-1	1.195619728E0
2.076311111E0	6.102309418E-1	1.244226070E0
2.080622222E0	7.718955362E-1	1.122035753E0
2.084933333E0	7.729115871E-1	1.171809079E0
2.089244444E0	7.784982357E-1	1.215583642E0
2.093555556E0	7.828585629E-1	1.257010942E0
2.097866667E0	7.887173042E-1	1.293332381E0
2.102288889E0	7.865750799E-1	1.338293833E0
2.106600000E0	7.929733674E-1	1.366283095E0
2.110911111E0	7.907444216E-1	1.401334897E0
2.115222222E0	7.900263459E-1	1.433538047E0
2.119533333E0	7.865758325E-1	1.448011407E0
2.123844444E0	7.881209660E-1	1.472300176E0
2.128155556E0	7.907435858E-1	1.492877055E0
2.132466667E0	7.771238730E-1	1.508451685E0
2.136777778E0	7.787391276E-1	1.529431347E0
2.141088889E0	7.810840147E-1	1.532514213E0
2.145400000E0	7.872296372E-1	1.538175832E0
2.149711111E0	7.901781751E-1	1.540900178E0
2.154022222E0	7.743090510E-1	1.550528662E0
2.158333333E0	7.711446016E-1	1.550874737E0
2.162644444E0	7.720586232E-1	1.552304564E0
2.166955556E0	7.722265181E-1	1.553395963E0
2.171266667E0	7.720303562E-1	1.553292936E0
2.175577778E0	7.722658413E-1	1.554849883E0
2.179888889E0	7.840208624E-1	1.545377797E0
2.184200000E0	7.832785331E-1	1.538644091E0
2.188622222E0	7.821411407E-1	1.534668686E0
2.192933333E0	7.746090228E-1	1.525035295E0
2.197244444E0	7.826610060E-1	1.497554813E0
2.201555556E0	7.827123961E-1	1.483685938E0
2.205866667E0	7.861361763E-1	1.457010634E0
2.210177778E0	7.847754991E-1	1.445884546E0
2.214488889E0	7.850717142E-1	1.430142209E0
2.218800000E0	7.868861340E-1	1.398109366E0
2.223111111E0	7.803814887E-1	1.374903464E0
2.227422222E0	7.864588990E-1	1.355994312E0
2.231733333E0	7.896973209E-1	1.320316956E0
2.236044444E0	7.802728873E-1	1.296862833E0
2.240355556E0	7.872443852E-1	1.270022750E0
2.244666667E0	7.770775801E-1	1.249250142E0
2.248977778E0	7.805693086E-1	1.222239784E0
2.253288889E0	7.710597297E-1	1.194331209E0
2.257600000E0	7.730581079E-1	1.169651090E0
2.261911111E0	7.889802432E-1	1.136184811E0
2.266222222E0	7.739198279E-1	1.108023655E0
2.270533333E0	7.815912976E-1	1.076063788E0
2.274955556E0	7.874436332E-1	1.034294189E0
2.279266667E0	7.888874527E-1	1.003976550E0
2.283577778E0	7.714817628E-1	9.669610622E-1
2.287888889E0	7.820865268E-1	9.353751714E-1
2.292200000E0	7.889939158E-1	9.016097961E-1
2.296511111E0	7.852335087E-1	8.591737783E-1
2.300822222E0	7.950419924E-1	8.236490575E-1
2.305133333E0	7.838376506E-1	7.924186913E-1
2.309444444E0	7.836096871E-1	7.586440985E-1
2.313755556E0	7.919254816E-1	7.201348136E-1
2.318066667E0	7.988061464E-1	6.782217469E-1
2.322377778E0	8.019780864E-1	6.366603479E-1
2.326688889E0	8.049327687E-1	5.934021862E-1
2.331000000E0	7.981736644E-1	5.548975156E-1
2.335311111E0	8.011801001E-1	5.089899575E-1
2.339622222E0	7.983448236E-1	4.565819911E-1
2.343933333E0	7.934646825E-1	4.037214635E-1
2.348244444E0	7.995406360E-1	3.734910570E-1
2.352555556E0	7.891434987E-1	3.729954420E-1
2.356866667E0	7.787819987E-1	3.601774303E-1
2.361288889E0	6.530283357E-1	3.605668379E-1
2.365600000E0	6.639128025E-1	3.079248828E-1
2.369911111E0	7.573742982E-1	2.656103580E-1
2.374222222E0	7.649607231E-1	2.138001556E-1
2.378533333E0	7.654298966E-1	1.482567622E-1
2.382844444E0	6.571430302E-1	4.364231408E-2
2.387155556E0	8.701803657E-1	-2.768412834E-1
